panel_id,manufacturer,original_wattage,current_wattage,years_operating,degradation_rate,temperature,dust_level,efficiency,installation_date,farm,block,latitude,longitude
PANEL-00712,Jinko,450,433.0,5,0.77,52.0,14.3,96.2,2020-01-21,"Bhadla Solar Park, Rajasthan",Block F1,27.56857,71.88508
PANEL-00713,Trina,500,447.8,12,0.91,32.1,18.8,89.6,2016-12-05,"Bhadla Solar Park, Rajasthan",Block F2,27.56857,71.89482
PANEL-00714,SunPower,550,537.1,2,1.18,54.9,5.1,97.7,2011-09-02,"Bhadla Solar Park, Rajasthan",Block F3,27.56857,71.90458
PANEL-00715,Canadian Solar,400,391.7,2,1.05,34.8,14.4,97.9,2015-03-10,"Bhadla Solar Park, Rajasthan",Block F4,27.56857,71.91433
PANEL-00716,Jinko,400,321.5,15,1.45,39.6,23.3,80.4,2014-08-20,"Bhadla Solar Park, Rajasthan",Block F5,27.56857,71.92408
PANEL-00717,Jinko,400,319.8,15,1.48,59.3,12.8,80.0,2011-11-26,"Bhadla Solar Park, Rajasthan",Block F6,27.56857,71.93382
PANEL-00718,Panasonic,550,522.7,4,1.26,50.9,23.8,95.0,2026-02-16,"Bhadla Solar Park, Rajasthan",Block F7,27.56857,71.94358
PANEL-00719,Trina,550,550.0,0,1.11,47.2,21.4,100.0,2025-12-20,"Bhadla Solar Park, Rajasthan",Block F8,27.56857,71.95333
PANEL-00720,Canadian Solar,550,493.0,12,0.91,37.4,17.9,89.6,2023-06-17,"Bhadla Solar Park, Rajasthan",Block A1,27.5144,71.87727
PANEL-00721,Panasonic,400,362.3,8,1.23,43.6,17.4,90.6,2021-08-06,"Bhadla Solar Park, Rajasthan",Block A2,27.5144,71.88702
PANEL-00722,Jinko,400,400.0,0,0.97,37.3,3.2,100.0,2016-03-16,"Bhadla Solar Park, Rajasthan",Block A3,27.5144,71.89677
PANEL-00723,Panasonic,450,424.9,6,0.95,43.4,4.6,94.4,2012-10-22,"Bhadla Solar Park, Rajasthan",Block A4,27.5144,71.90653
PANEL-00724,Trina,550,492.0,8,1.38,32.0,9.7,89.5,2023-03-21,"Bhadla Solar Park, Rajasthan",Block A5,27.5144,71.91627
PANEL-00725,Canadian Solar,500,493.0,1,1.4,39.4,5.1,98.6,2016-03-25,"Bhadla Solar Park, Rajasthan",Block A6,27.5144,71.92602
PANEL-00726,SunPower,550,499.1,7,1.38,48.5,24.2,90.7,2024-08-26,"Bhadla Solar Park, Rajasthan",Block A7,27.5144,71.93577
PANEL-00727,SunPower,450,434.7,3,1.15,20.0,1.9,96.6,2019-07-11,"Bhadla Solar Park, Rajasthan",Block A8,27.5144,71.94553
PANEL-00728,Jinko,550,524.8,5,0.93,29.2,8.8,95.4,2015-05-02,"Bhadla Solar Park, Rajasthan",Block B1,27.5254,71.87727
PANEL-00729,Trina,400,354.3,10,1.21,33.1,9.4,88.6,2018-09-28,"Bhadla Solar Park, Rajasthan",Block B2,27.5254,71.88702
PANEL-00730,Jinko,500,463.0,9,0.85,38.2,20.8,92.6,2023-02-25,"Bhadla Solar Park, Rajasthan",Block B3,27.5254,71.89677
PANEL-00731,Canadian Solar,500,500.0,0,0.87,46.5,15.8,100.0,2022-07-14,"Bhadla Solar Park, Rajasthan",Block B4,27.5254,71.90653
PANEL-00732,LG,500,465.0,12,0.6,41.0,10.7,93.0,2021-06-22,"Bhadla Solar Park, Rajasthan",Block B5,27.5254,71.91627
PANEL-00733,LG,400,331.1,15,1.25,34.2,20.1,82.8,2017-05-21,"Bhadla Solar Park, Rajasthan",Block B6,27.5254,71.92602
PANEL-00734,Trina,400,392.4,3,0.64,50.7,18.6,98.1,2013-11-05,"Bhadla Solar Park, Rajasthan",Block B7,27.5254,71.93577
PANEL-00735,Trina,450,416.8,11,0.69,55.3,22.3,92.6,2018-07-08,"Bhadla Solar Park, Rajasthan",Block B8,27.5254,71.94553
PANEL-00736,Panasonic,500,440.1,9,1.41,45.4,16.4,88.0,2024-06-15,"Bhadla Solar Park, Rajasthan",Block C1,27.5364,71.87727
PANEL-00737,Canadian Solar,450,408.1,9,1.08,54.4,15.8,90.7,2018-09-27,"Bhadla Solar Park, Rajasthan",Block C2,27.5364,71.88702
PANEL-00738,LG,400,368.2,9,0.91,31.9,14.7,92.0,2024-01-16,"Bhadla Solar Park, Rajasthan",Block C3,27.5364,71.89677
PANEL-00739,LG,500,495.4,1,0.92,55.1,22.7,99.1,2020-03-24,"Bhadla Solar Park, Rajasthan",Block C4,27.5364,71.90653
PANEL-00740,LG,450,420.0,10,0.69,42.2,9.6,93.3,2024-04-22,"Bhadla Solar Park, Rajasthan",Block C5,27.5364,71.91627
PANEL-00741,Trina,450,419.6,6,1.16,35.2,19.9,93.2,2025-08-09,"Bhadla Solar Park, Rajasthan",Block C6,27.5364,71.92602
PANEL-00742,Canadian Solar,400,342.2,13,1.19,41.0,15.9,85.5,2012-04-14,"Bhadla Solar Park, Rajasthan",Block C7,27.5364,71.93577
PANEL-00743,LG,550,497.4,13,0.77,39.5,4.8,90.4,2024-02-17,"Bhadla Solar Park, Rajasthan",Block C8,27.5364,71.94553
PANEL-00744,Jinko,550,528.4,3,1.32,38.4,24.6,96.1,2022-12-03,"Bhadla Solar Park, Rajasthan",Block D1,27.5474,71.87727
PANEL-00745,Canadian Solar,500,448.6,9,1.2,53.1,9.2,89.7,2014-05-15,"Bhadla Solar Park, Rajasthan",Block D2,27.5474,71.88702
PANEL-00746,Canadian Solar,500,500.0,0,0.96,34.4,22.2,100.0,2022-06-09,"Bhadla Solar Park, Rajasthan",Block D3,27.5474,71.89677
PANEL-00747,LG,550,518.3,11,0.54,24.4,16.7,94.2,2018-07-31,"Bhadla Solar Park, Rajasthan",Block D4,27.5474,71.90653
PANEL-00748,SunPower,550,491.4,8,1.4,36.7,22.5,89.3,2015-02-27,"Bhadla Solar Park, Rajasthan",Block D5,27.5474,71.91627
PANEL-00749,Jinko,500,426.0,12,1.33,47.3,21.1,85.2,2020-02-22,"Bhadla Solar Park, Rajasthan",Block D6,27.5474,71.92602
PANEL-00750,Panasonic,400,400.0,0,1.08,47.6,21.5,100.0,2014-06-11,"Bhadla Solar Park, Rajasthan",Block D7,27.5474,71.93577
PANEL-00751,Panasonic,400,371.3,10,0.74,46.1,1.0,92.8,2018-11-29,"Bhadla Solar Park, Rajasthan",Block D8,27.5474,71.94553
PANEL-00752,Panasonic,550,550.0,0,1.46,38.1,2.0,100.0,2018-11-07,"Bhadla Solar Park, Rajasthan",Block E1,27.5584,71.87727
PANEL-00753,Jinko,400,389.8,5,0.51,39.6,19.1,97.5,2026-05-06,"Bhadla Solar Park, Rajasthan",Block E2,27.5584,71.88702
PANEL-00754,SunPower,500,500.0,0,1.26,50.7,15.6,100.0,2017-11-26,"Bhadla Solar Park, Rajasthan",Block E3,27.5584,71.89677
PANEL-00755,Panasonic,400,369.1,9,0.89,60.0,1.7,92.3,2014-05-24,"Bhadla Solar Park, Rajasthan",Block E4,27.5584,71.90653
PANEL-00756,Canadian Solar,400,392.5,2,0.94,31.8,5.7,98.1,2020-06-21,"Bhadla Solar Park, Rajasthan",Block E5,27.5584,71.91627
PANEL-00757,Trina,550,504.5,6,1.43,55.3,23.2,91.7,2019-07-28,"Bhadla Solar Park, Rajasthan",Block E6,27.5584,71.92602
PANEL-00758,Jinko,400,382.2,4,1.13,20.0,12.4,95.5,2012-04-30,"Bhadla Solar Park, Rajasthan",Block E7,27.5584,71.93577
PANEL-00759,Jinko,450,403.1,9,1.22,26.4,14.8,89.6,2014-08-27,"Bhadla Solar Park, Rajasthan",Block E8,27.5584,71.94553
PANEL-00760,Panasonic,550,480.9,10,1.33,49.4,2.8,87.4,2023-08-25,"Bhadla Solar Park, Rajasthan",Block F1,27.57132,71.87727
PANEL-00761,Trina,450,430.0,4,1.13,36.5,1.4,95.6,2025-02-03,"Bhadla Solar Park, Rajasthan",Block F2,27.57132,71.88702
PANEL-00762,SunPower,550,446.7,14,1.47,41.0,18.7,81.2,2022-01-22,"Bhadla Solar Park, Rajasthan",Block F3,27.57132,71.89677
PANEL-00763,SunPower,500,459.3,7,1.21,32.5,11.4,91.9,2015-03-10,"Bhadla Solar Park, Rajasthan",Block F4,27.57132,71.90653
PANEL-00764,Canadian Solar,400,366.5,13,0.67,55.5,21.0,91.6,2023-07-13,"Bhadla Solar Park, Rajasthan",Block F5,27.57132,71.91627
PANEL-00765,Trina,450,430.6,3,1.46,48.5,13.4,95.7,2017-09-28,"Bhadla Solar Park, Rajasthan",Block F6,27.57132,71.92602
PANEL-00766,SunPower,450,414.8,9,0.9,42.4,6.9,92.2,2016-01-17,"Bhadla Solar Park, Rajasthan",Block F7,27.57132,71.93577
PANEL-00767,Canadian Solar,550,520.9,5,1.08,28.5,14.8,94.7,2016-01-10,"Bhadla Solar Park, Rajasthan",Block F8,27.57132,71.94553
PANEL-00768,Jinko,450,423.6,5,1.2,42.1,6.2,94.1,2024-01-29,"Bhadla Solar Park, Rajasthan",Block A1,27.5144,71.87923
PANEL-00769,Panasonic,500,433.2,13,1.1,47.4,12.5,86.6,2024-01-16,"Bhadla Solar Park, Rajasthan",Block A2,27.5144,71.88898
PANEL-00770,Panasonic,550,465.6,14,1.18,52.1,22.1,84.7,2012-06-09,"Bhadla Solar Park, Rajasthan",Block A3,27.5144,71.89872
PANEL-00771,Jinko,500,493.0,2,0.7,35.0,5.4,98.6,2025-05-20,"Bhadla Solar Park, Rajasthan",Block A4,27.5144,71.90848
PANEL-00772,Canadian Solar,400,342.5,14,1.1,45.8,19.4,85.6,2011-10-17,"Bhadla Solar Park, Rajasthan",Block A5,27.5144,71.91823
PANEL-00773,Canadian Solar,500,473.7,6,0.9,41.6,16.7,94.7,2024-02-15,"Bhadla Solar Park, Rajasthan",Block A6,27.5144,71.92798
PANEL-00774,SunPower,500,489.5,2,1.05,36.0,4.2,97.9,2024-07-26,"Bhadla Solar Park, Rajasthan",Block A7,27.5144,71.93773
PANEL-00775,SunPower,550,540.9,3,0.56,53.7,23.6,98.3,2013-11-24,"Bhadla Solar Park, Rajasthan",Block A8,27.5144,71.94748
PANEL-00776,Panasonic,500,456.5,14,0.65,39.4,7.0,91.3,2014-06-16,"Bhadla Solar Park, Rajasthan",Block B1,27.5254,71.87923
PANEL-00777,Canadian Solar,450,414.2,10,0.83,44.8,7.5,92.0,2024-04-18,"Bhadla Solar Park, Rajasthan",Block B2,27.5254,71.88898
PANEL-00778,Panasonic,400,382.7,7,0.63,32.3,16.8,95.7,2015-05-06,"Bhadla Solar Park, Rajasthan",Block B3,27.5254,71.89872
PANEL-00779,Trina,450,438.1,4,0.67,27.0,22.5,97.4,2011-09-18,"Bhadla Solar Park, Rajasthan",Block B4,27.5254,71.90848
PANEL-00780,Panasonic,500,458.5,15,0.58,48.5,3.9,91.7,2014-02-10,"Bhadla Solar Park, Rajasthan",Block B5,27.5254,71.91823
PANEL-00781,Canadian Solar,550,502.2,9,1.01,55.0,3.6,91.3,2017-12-09,"Bhadla Solar Park, Rajasthan",Block B6,27.5254,71.92798
PANEL-00782,LG,400,358.6,11,0.99,39.2,7.7,89.7,2013-03-08,"Bhadla Solar Park, Rajasthan",Block B7,27.5254,71.93773
PANEL-00783,Panasonic,550,531.9,6,0.56,31.7,10.5,96.7,2024-07-12,"Bhadla Solar Park, Rajasthan",Block B8,27.5254,71.94748
PANEL-00784,Canadian Solar,500,470.1,5,1.23,58.3,19.4,94.0,2020-10-04,"Bhadla Solar Park, Rajasthan",Block C1,27.5364,71.87923
PANEL-00785,LG,400,370.5,14,0.54,48.1,3.2,92.6,2018-09-22,"Bhadla Solar Park, Rajasthan",Block C2,27.5364,71.88898
PANEL-00786,Canadian Solar,550,445.9,15,1.39,28.2,12.2,81.1,2025-06-07,"Bhadla Solar Park, Rajasthan",Block C3,27.5364,71.89872
PANEL-00787,Trina,500,448.5,11,0.98,35.0,21.0,89.7,2011-09-29,"Bhadla Solar Park, Rajasthan",Block C4,27.5364,71.90848
PANEL-00788,SunPower,500,448.1,8,1.36,23.0,11.3,89.6,2018-10-11,"Bhadla Solar Park, Rajasthan",Block C5,27.5364,71.91823
PANEL-00789,Panasonic,450,428.5,7,0.7,30.8,23.8,95.2,2023-03-24,"Bhadla Solar Park, Rajasthan",Block C6,27.5364,71.92798
PANEL-00790,LG,500,473.9,5,1.07,36.5,16.1,94.8,2017-11-19,"Bhadla Solar Park, Rajasthan",Block C7,27.5364,71.93773
PANEL-00791,Jinko,450,400.6,11,1.05,60.0,9.3,89.0,2022-01-05,"Bhadla Solar Park, Rajasthan",Block C8,27.5364,71.94748
PANEL-00792,LG,450,422.0,10,0.64,27.1,7.0,93.8,2022-02-03,"Bhadla Solar Park, Rajasthan",Block D1,27.5474,71.87923
PANEL-00793,LG,400,358.6,12,0.91,42.9,22.6,89.7,2020-05-16,"Bhadla Solar Park, Rajasthan",Block D2,27.5474,71.88898
PANEL-00794,Panasonic,400,376.2,7,0.87,33.1,23.5,94.0,2024-09-28,"Bhadla Solar Park, Rajasthan",Block D3,27.5474,71.89872
PANEL-00795,Trina,400,355.9,11,1.06,48.0,21.1,89.0,2011-12-10,"Bhadla Solar Park, Rajasthan",Block D4,27.5474,71.90848
PANEL-00796,Canadian Solar,500,486.6,4,0.68,29.0,5.5,97.3,2018-12-18,"Bhadla Solar Park, Rajasthan",Block D5,27.5474,71.91823
PANEL-00797,Trina,450,440.0,3,0.75,46.8,6.6,97.8,2014-01-02,"Bhadla Solar Park, Rajasthan",Block D6,27.5474,71.92798
PANEL-00798,Trina,550,466.1,12,1.37,45.3,18.8,84.7,2021-04-02,"Bhadla Solar Park, Rajasthan",Block D7,27.5474,71.93773
PANEL-00799,LG,450,437.2,3,0.96,52.3,8.8,97.2,2018-02-01,"Bhadla Solar Park, Rajasthan",Block D8,27.5474,71.94748
PANEL-00800,LG,450,407.1,7,1.42,33.4,22.7,90.5,2022-06-29,"Bhadla Solar Park, Rajasthan",Block E1,27.5584,71.87923
PANEL-00801,Canadian Solar,550,478.4,11,1.26,32.7,3.9,87.0,2018-03-29,"Bhadla Solar Park, Rajasthan",Block E2,27.5584,71.88898
PANEL-00802,SunPower,550,524.9,5,0.93,34.7,20.7,95.4,2018-11-29,"Bhadla Solar Park, Rajasthan",Block E3,27.5584,71.89872
PANEL-00803,Panasonic,450,426.7,10,0.53,53.9,5.1,94.8,2018-06-27,"Bhadla Solar Park, Rajasthan",Block E4,27.5584,71.90848
PANEL-00804,Jinko,500,488.9,2,1.12,40.2,12.5,97.8,2019-12-31,"Bhadla Solar Park, Rajasthan",Block E5,27.5584,71.91823
PANEL-00805,Canadian Solar,550,537.3,3,0.78,48.9,21.3,97.7,2019-04-10,"Bhadla Solar Park, Rajasthan",Block E6,27.5584,71.92798
PANEL-00806,LG,450,417.3,5,1.5,46.5,5.4,92.7,2016-01-21,"Bhadla Solar Park, Rajasthan",Block E7,27.5584,71.93773
PANEL-00807,Panasonic,550,480.1,14,0.97,47.6,19.3,87.3,2012-08-28,"Bhadla Solar Park, Rajasthan",Block E8,27.5584,71.94748
PANEL-00808,LG,500,473.1,8,0.69,42.2,15.3,94.6,2018-02-17,"Bhadla Solar Park, Rajasthan",Block F1,27.57132,71.87923
PANEL-00809,Canadian Solar,550,511.6,13,0.56,44.9,14.2,93.0,2022-07-15,"Bhadla Solar Park, Rajasthan",Block F2,27.57132,71.88898
PANEL-00810,Jinko,500,426.4,15,1.06,42.0,23.2,85.3,2014-07-04,"Bhadla Solar Park, Rajasthan",Block F3,27.57132,71.89872
PANEL-00811,Jinko,550,545.5,1,0.82,42.1,18.7,99.2,2025-04-16,"Bhadla Solar Park, Rajasthan",Block F4,27.57132,71.90848
PANEL-00812,LG,450,436.9,5,0.59,33.8,7.3,97.1,2017-11-02,"Bhadla Solar Park, Rajasthan",Block F5,27.57132,71.91823
PANEL-00813,Trina,450,442.9,2,0.79,23.6,1.0,98.4,2024-04-09,"Bhadla Solar Park, Rajasthan",Block F6,27.57132,71.92798
PANEL-00814,Panasonic,400,354.3,11,1.1,29.0,7.4,88.6,2022-05-07,"Bhadla Solar Park, Rajasthan",Block F7,27.57132,71.93773
PANEL-00815,Canadian Solar,550,514.7,6,1.1,45.5,12.7,93.6,2016-04-04,"Bhadla Solar Park, Rajasthan",Block F8,27.57132,71.94748
PANEL-00816,Panasonic,400,351.9,9,1.41,34.4,17.0,88.0,2012-10-07,"Bhadla Solar Park, Rajasthan",Block A1,27.5144,71.88117
PANEL-00817,Canadian Solar,400,373.7,8,0.85,20.0,10.9,93.4,2012-02-17,"Bhadla Solar Park, Rajasthan",Block A2,27.5144,71.89092
PANEL-00818,Panasonic,400,364.6,11,0.84,38.9,6.5,91.2,2014-11-13,"Bhadla Solar Park, Rajasthan",Block A3,27.5144,71.90068
PANEL-00819,LG,500,408.7,15,1.33,32.0,23.4,81.7,2012-10-16,"Bhadla Solar Park, Rajasthan",Block A4,27.5144,71.91043
PANEL-00820,Jinko,450,423.2,7,0.87,29.0,24.2,94.0,2025-03-09,"Bhadla Solar Park, Rajasthan",Block A5,27.5144,71.92018
PANEL-00821,Jinko,400,347.4,14,1.0,43.0,6.2,86.8,2018-04-22,"Bhadla Solar Park, Rajasthan",Block A6,27.5144,71.92992
PANEL-00822,LG,550,497.3,8,1.25,44.7,22.6,90.4,2023-11-03,"Bhadla Solar Park, Rajasthan",Block A7,27.5144,71.93967
PANEL-00823,Panasonic,400,390.0,2,1.26,55.2,1.4,97.5,2025-11-30,"Bhadla Solar Park, Rajasthan",Block A8,27.5144,71.94943
PANEL-00824,Jinko,400,394.3,2,0.71,30.5,10.1,98.6,2020-02-02,"Bhadla Solar Park, Rajasthan",Block B1,27.5254,71.88117
PANEL-00825,Jinko,500,493.0,1,1.4,57.5,22.7,98.6,2015-03-16,"Bhadla Solar Park, Rajasthan",Block B2,27.5254,71.89092
PANEL-00826,LG,550,459.5,15,1.19,31.8,4.6,83.5,2015-01-13,"Bhadla Solar Park, Rajasthan",Block B3,27.5254,71.90068
PANEL-00827,SunPower,500,448.0,8,1.36,33.9,20.6,89.6,2021-01-21,"Bhadla Solar Park, Rajasthan",Block B4,27.5254,71.91043
PANEL-00828,LG,400,400.0,0,0.62,43.2,3.4,100.0,2023-12-27,"Bhadla Solar Park, Rajasthan",Block B5,27.5254,71.92018
PANEL-00829,Panasonic,400,345.0,13,1.13,41.3,14.6,86.2,2018-08-12,"Bhadla Solar Park, Rajasthan",Block B6,27.5254,71.92992
PANEL-00830,Canadian Solar,500,483.1,4,0.86,40.4,2.6,96.6,2013-06-02,"Bhadla Solar Park, Rajasthan",Block B7,27.5254,71.93967
PANEL-00831,LG,450,427.4,5,1.02,37.4,17.5,95.0,2016-09-25,"Bhadla Solar Park, Rajasthan",Block B8,27.5254,71.94943
PANEL-00832,SunPower,500,494.7,1,1.06,48.1,2.5,98.9,2021-12-15,"Bhadla Solar Park, Rajasthan",Block C1,27.5364,71.88117
PANEL-00833,Jinko,450,427.2,6,0.86,32.8,2.3,94.9,2013-01-22,"Bhadla Solar Park, Rajasthan",Block C2,27.5364,71.89092
PANEL-00834,Canadian Solar,550,503.9,12,0.73,41.9,17.5,91.6,2018-10-22,"Bhadla Solar Park, Rajasthan",Block C3,27.5364,71.90068
PANEL-00835,Jinko,400,334.6,13,1.36,42.7,5.6,83.7,2015-09-08,"Bhadla Solar Park, Rajasthan",Block C4,27.5364,71.91043
PANEL-00836,SunPower,400,355.9,9,1.29,43.9,6.2,89.0,2024-08-26,"Bhadla Solar Park, Rajasthan",Block C5,27.5364,71.92018
PANEL-00837,Panasonic,450,400.2,9,1.29,55.9,0.8,88.9,2021-12-12,"Bhadla Solar Park, Rajasthan",Block C6,27.5364,71.92992
PANEL-00838,LG,550,502.4,14,0.64,25.0,24.7,91.3,2019-12-30,"Bhadla Solar Park, Rajasthan",Block C7,27.5364,71.93967
PANEL-00839,SunPower,500,500.0,0,0.64,41.3,17.2,100.0,2022-09-08,"Bhadla Solar Park, Rajasthan",Block C8,27.5364,71.94943
PANEL-00840,LG,500,475.6,4,1.25,35.1,1.3,95.1,2021-01-28,"Bhadla Solar Park, Rajasthan",Block D1,27.5474,71.88117
PANEL-00841,SunPower,400,377.0,9,0.66,44.2,20.9,94.2,2014-01-31,"Bhadla Solar Park, Rajasthan",Block D2,27.5474,71.89092
PANEL-00842,LG,550,457.1,13,1.41,27.1,3.5,83.1,2013-08-25,"Bhadla Solar Park, Rajasthan",Block D3,27.5474,71.90068
PANEL-00843,Canadian Solar,550,516.2,5,1.26,42.7,19.5,93.9,2019-11-30,"Bhadla Solar Park, Rajasthan",Block D4,27.5474,71.91043
PANEL-00844,SunPower,400,388.9,4,0.7,38.6,15.0,97.2,2018-03-26,"Bhadla Solar Park, Rajasthan",Block D5,27.5474,71.92018
PANEL-00845,Jinko,400,368.5,9,0.91,32.4,4.0,92.1,2013-05-18,"Bhadla Solar Park, Rajasthan",Block D6,27.5474,71.92992
PANEL-00846,Canadian Solar,450,446.3,1,0.83,32.8,12.8,99.2,2013-11-13,"Bhadla Solar Park, Rajasthan",Block D7,27.5474,71.93967
PANEL-00847,Canadian Solar,450,426.1,10,0.54,32.4,17.3,94.7,2019-11-26,"Bhadla Solar Park, Rajasthan",Block D8,27.5474,71.94943
PANEL-00848,Panasonic,550,542.0,2,0.73,44.1,1.2,98.5,2011-10-09,"Bhadla Solar Park, Rajasthan",Block E1,27.5584,71.88117
PANEL-00849,SunPower,500,450.0,12,0.87,41.7,6.4,90.0,2012-06-17,"Bhadla Solar Park, Rajasthan",Block E2,27.5584,71.89092
PANEL-00850,LG,550,540.6,2,0.85,57.3,16.5,98.3,2014-03-05,"Bhadla Solar Park, Rajasthan",Block E3,27.5584,71.90068
PANEL-00851,LG,400,358.1,14,0.79,31.4,13.9,89.5,2013-06-09,"Bhadla Solar Park, Rajasthan",Block E4,27.5584,71.91043
PANEL-00852,Trina,500,460.9,15,0.54,28.0,22.0,92.2,2011-11-08,"Bhadla Solar Park, Rajasthan",Block E5,27.5584,71.92018
PANEL-00853,SunPower,400,394.2,2,0.73,37.1,12.6,98.5,2014-12-22,"Bhadla Solar Park, Rajasthan",Block E6,27.5584,71.92992
PANEL-00854,Jinko,550,447.8,14,1.46,43.5,23.4,81.4,2020-01-13,"Bhadla Solar Park, Rajasthan",Block E7,27.5584,71.93967
PANEL-00855,SunPower,550,513.6,6,1.14,37.4,15.7,93.4,2015-07-10,"Bhadla Solar Park, Rajasthan",Block E8,27.5584,71.94943
PANEL-00856,Panasonic,500,424.4,13,1.25,59.9,10.7,84.9,2016-07-29,"Bhadla Solar Park, Rajasthan",Block F1,27.57132,71.88117
PANEL-00857,Canadian Solar,400,347.6,10,1.39,43.5,16.5,86.9,2020-02-03,"Bhadla Solar Park, Rajasthan",Block F2,27.57132,71.89092
PANEL-00858,Panasonic,400,372.0,5,1.44,36.0,19.2,93.0,2021-01-12,"Bhadla Solar Park, Rajasthan",Block F3,27.57132,71.90068
PANEL-00859,Panasonic,450,390.9,15,0.93,37.3,6.2,86.9,2024-12-28,"Bhadla Solar Park, Rajasthan",Block F4,27.57132,71.91043
PANEL-00860,Canadian Solar,400,374.8,8,0.81,21.8,1.0,93.7,2013-02-26,"Bhadla Solar Park, Rajasthan",Block F5,27.57132,71.92018
PANEL-00861,Trina,500,477.7,9,0.51,47.6,24.5,95.5,2012-10-25,"Bhadla Solar Park, Rajasthan",Block F6,27.57132,71.92992
PANEL-00862,LG,400,391.3,3,0.73,44.5,20.5,97.8,2017-06-13,"Bhadla Solar Park, Rajasthan",Block F7,27.57132,71.93967
PANEL-00863,Panasonic,500,484.4,5,0.63,36.3,9.6,96.9,2018-12-21,"Bhadla Solar Park, Rajasthan",Block F8,27.57132,71.94943
PANEL-00864,Canadian Solar,450,408.9,10,0.95,38.2,10.8,90.9,2024-05-09,"Bhadla Solar Park, Rajasthan",Block A1,27.5144,71.88312
PANEL-00865,Canadian Solar,550,531.6,6,0.57,26.4,22.2,96.7,2012-06-13,"Bhadla Solar Park, Rajasthan",Block A2,27.5144,71.89287
PANEL-00866,Canadian Solar,550,478.0,14,1.0,41.9,11.1,86.9,2022-04-01,"Bhadla Solar Park, Rajasthan",Block A3,27.5144,71.90263
PANEL-00867,Canadian Solar,450,383.4,13,1.22,29.4,17.3,85.2,2013-10-13,"Bhadla Solar Park, Rajasthan",Block A4,27.5144,71.91237
PANEL-00868,LG,400,369.7,6,1.3,34.2,5.9,92.4,2022-03-21,"Bhadla Solar Park, Rajasthan",Block A5,27.5144,71.92212
PANEL-00869,Canadian Solar,550,518.8,4,1.45,37.8,7.6,94.3,2016-04-09,"Bhadla Solar Park, Rajasthan",Block A6,27.5144,71.93187
PANEL-00870,SunPower,500,444.6,15,0.78,38.4,21.4,88.9,2026-02-22,"Bhadla Solar Park, Rajasthan",Block A7,27.5144,71.94163
PANEL-00871,LG,400,350.8,9,1.45,39.7,19.5,87.7,2014-02-05,"Bhadla Solar Park, Rajasthan",Block A8,27.5144,71.95137
PANEL-00872,LG,400,360.1,14,0.75,30.3,14.2,90.0,2013-03-06,"Bhadla Solar Park, Rajasthan",Block B1,27.5254,71.88312
PANEL-00873,Panasonic,500,442.7,10,1.21,54.1,6.8,88.5,2021-06-12,"Bhadla Solar Park, Rajasthan",Block B2,27.5254,71.89287
PANEL-00874,Trina,550,516.3,6,1.05,39.0,20.8,93.9,2026-08-11,"Bhadla Solar Park, Rajasthan",Block B3,27.5254,71.90263
PANEL-00875,Trina,550,496.8,14,0.72,34.0,5.7,90.3,2018-05-13,"Bhadla Solar Park, Rajasthan",Block B4,27.5254,71.91237
PANEL-00876,Panasonic,400,361.6,7,1.43,38.9,8.4,90.4,2015-03-27,"Bhadla Solar Park, Rajasthan",Block B5,27.5254,71.92212
PANEL-00877,Canadian Solar,450,439.6,4,0.58,31.0,5.3,97.7,2024-01-01,"Bhadla Solar Park, Rajasthan",Block B6,27.5254,71.93187
PANEL-00878,Panasonic,500,483.7,6,0.55,20.0,8.4,96.7,2014-10-26,"Bhadla Solar Park, Rajasthan",Block B7,27.5254,71.94163
PANEL-00879,SunPower,500,432.5,14,1.03,36.3,4.0,86.5,2013-10-01,"Bhadla Solar Park, Rajasthan",Block B8,27.5254,71.95137
PANEL-00880,Panasonic,400,379.5,4,1.31,33.9,3.7,94.9,2013-02-23,"Bhadla Solar Park, Rajasthan",Block C1,27.5364,71.88312
PANEL-00881,Panasonic,550,487.3,14,0.86,44.6,10.2,88.6,2024-07-05,"Bhadla Solar Park, Rajasthan",Block C2,27.5364,71.89287
PANEL-00882,Jinko,550,546.9,1,0.56,39.0,17.4,99.4,2017-01-28,"Bhadla Solar Park, Rajasthan",Block C3,27.5364,71.90263
PANEL-00883,Jinko,500,412.1,13,1.48,35.8,8.6,82.4,2024-10-05,"Bhadla Solar Park, Rajasthan",Block C4,27.5364,71.91237
PANEL-00884,LG,550,536.7,3,0.81,48.6,19.8,97.6,2026-04-02,"Bhadla Solar Park, Rajasthan",Block C5,27.5364,71.92212
PANEL-00885,Canadian Solar,550,505.6,8,1.05,43.4,2.6,91.9,2016-10-30,"Bhadla Solar Park, Rajasthan",Block C6,27.5364,71.93187
PANEL-00886,Panasonic,500,482.9,3,1.16,31.6,0.9,96.6,2017-06-04,"Bhadla Solar Park, Rajasthan",Block C7,27.5364,71.94163
PANEL-00887,SunPower,550,547.1,1,0.53,40.7,11.1,99.5,2020-09-05,"Bhadla Solar Park, Rajasthan",Block C8,27.5364,71.95137
PANEL-00888,SunPower,550,526.0,3,1.48,46.1,14.4,95.6,2012-02-14,"Bhadla Solar Park, Rajasthan",Block D1,27.5474,71.88312
